img,disease_name,disease_index
Bercak Coklat/brownspot_orig_013.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_013_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_013_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_013_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_014.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_014_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_014_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_014_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_015.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_015_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_015_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_015_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_016.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_016_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_016_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_016_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_017.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_017_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_017_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_017_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_018.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_018_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_018_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_018_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_019.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_019_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_019_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_019_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_020.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_020_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_020_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_020_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_021.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_021_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_021_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_021_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_022.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_022_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_022_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_022_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_023.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_023_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_023_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_023_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_024.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_024_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_024_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_024_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_025.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_025_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_025_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_025_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_026.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_026_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_026_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_026_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_027.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_027_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_027_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_027_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_028.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_028_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_028_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_028_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_029.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_029_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_029_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_029_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_030.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_030_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_030_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_030_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_031.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_031_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_031_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_031_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_032.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_032_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_032_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_032_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_033.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_033_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_033_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_033_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_034.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_034_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_034_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_034_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_035.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_035_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_035_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_035_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_036.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_036_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_036_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_036_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_037.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_037_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_037_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_037_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_038.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_038_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_038_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_038_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_039.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_039_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_039_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_039_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_040.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_040_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_040_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_040_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_041.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_041_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_041_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_041_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_042.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_042_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_042_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_042_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_043.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_043_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_043_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_043_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_044.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_044_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_044_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_044_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_045.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_045_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_045_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_045_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_046.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_046_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_046_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_046_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_047.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_047_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_047_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_047_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_048.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_048_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_048_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_048_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_049.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_049_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_049_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_049_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_050.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_050_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_050_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_050_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_051.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_051_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_051_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_051_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_052.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_052_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_052_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_052_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_053.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_053_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_053_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_053_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_054.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_054_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_054_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_054_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_055.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_055_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_055_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_055_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_056.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_056_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_056_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_056_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_057.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_057_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_057_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_057_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_058.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_058_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_058_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_058_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_059.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_059_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_059_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_059_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_060.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_060_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_060_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_060_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_061.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_061_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_061_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_061_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_062.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_062_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_062_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_062_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_063.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_063_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_063_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_063_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_064.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_064_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_064_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_064_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_065.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_065_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_065_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_065_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_066.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_066_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_066_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_066_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_067.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_067_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_067_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_067_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_068.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_068_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_068_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_068_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_069.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_069_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_069_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_069_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_070.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_070_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_070_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_070_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_071.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_071_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_071_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_071_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_072.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_072_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_072_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_072_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_073.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_073_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_073_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_073_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_074.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_074_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_074_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_074_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_075.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_075_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_075_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_075_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_076.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_076_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_076_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_076_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_077.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_077_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_077_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_077_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_078.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_078_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_078_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_078_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_079.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_079_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_079_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_079_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_080.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_080_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_080_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_080_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_081.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_081_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_081_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_081_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_082.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_082_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_082_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_082_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_083.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_083_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_083_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_083_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_084.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_084_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_084_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_084_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_085.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_085_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_085_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_085_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_086.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_086_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_086_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_086_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_087.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_087_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_087_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_087_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_088.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_088_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_088_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_088_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_089.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_089_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_089_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_089_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_090.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_090_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_090_rotate_270.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_090_rotate_90.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_091.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_091_rotate_180.jpg,Bercak Coklat,0
Bercak Coklat/brownspot_orig_091_rotate_270.jpg,Bercak Coklat,0
